source,dataset,model_name,calibration_method,calibration_type,is_baseline,num_runs,mc_samples,file,lp_mrr_mean,lp_mrr_var,lp_mean_rank_mean,lp_mean_rank_var,lp_hits@1_mean,lp_hits@1_var,lp_hits@3_mean,lp_hits@3_var,lp_hits@10_mean,lp_hits@10_var,lp_time_mean,lp_time_var,unc_ece_mean,unc_ece_var,unc_brier_score_mean,unc_brier_score_var,unc_ace_mean,unc_ace_var,unc_time_mean,unc_time_var
single_model,WN18RR,WN18RR_checkpoint_label_0.9_negative_sampling_3_edge_dropout_0_epoch_2300.pth,none,baseline,True,20,5,results_lp_uncertainty/WN18RR/WN18RR_checkpoint_label_0.9_negative_sampling_3_edge_dropout_0_epoch_2300.pth/baseline/baseline/metrics.json,0.3963167667388916,0.0,5480.49169921875,2.509669253700658e-07,0.3784301280975342,0.0,0.4018825888633728,0.0,0.42980217933654785,0.0,5.663731913149604,0.029477936671977664,0.25068293809890746,5.76356288917168e-08,0.23835167989854855,1.559756735220899e-08,0.4007312422497062,0.00016078901062398893,1.9589983999845573,0.0010797535675468335
single_model,WN18RR,WN18RR_checkpoint_label_1_negative_sampling_3_edge_dropout_0.1_epoch_2700.pth,none,baseline,True,20,5,results_lp_uncertainty/WN18RR/WN18RR_checkpoint_label_1_negative_sampling_3_edge_dropout_0.1_epoch_2700.pth/baseline/baseline/metrics.json,0.40386852622032166,0.0,3896.680285644531,7.199613671553762e-08,0.37396299839019775,0.0,0.4148053526878357,0.0,0.4583599269390106,0.0,5.413993867950012,0.0014993342609213847,0.2998972699046135,1.967571158398734e-08,0.2921988525716239,1.4251722369131309e-08,0.43501213064433514,2.0984699999189914e-05,1.9502723417361267,0.0004835441016083782
single_model,WN18RR,WN18RR_checkpoint_label_1_negative_sampling_3_edge_dropout_0.2_epoch_2700.pth,none,baseline,True,20,5,results_lp_uncertainty/WN18RR/WN18RR_checkpoint_label_1_negative_sampling_3_edge_dropout_0.2_epoch_2700.pth/baseline/baseline/metrics.json,0.40478516519069674,7.572889683758962e-16,3792.886474609375,0.0,0.37651562690734863,0.0,0.41671985387802124,0.0,0.4561263620853424,0.0,5.423718459449992,0.001420842850811728,0.30142024904489517,1.754413455448251e-08,0.2940927649374697,2.1275690856135906e-08,0.4355616779520434,7.678942284716756e-06,1.9649050187086687,0.0009363222464862441
single_model,WN18RR,WN18RR_checkpoint_label_1_negative_sampling_3_edge_dropout_0_epoch_5500.pth,none,baseline,True,20,5,results_lp_uncertainty/WN18RR/WN18RR_checkpoint_label_1_negative_sampling_3_edge_dropout_0_epoch_5500.pth/baseline/baseline/metrics.json,0.3955747187137604,0.0,4628.127685546875,6.274173134251644e-08,0.37619656324386597,0.0,0.400606244802475,0.0,0.43299299478530884,0.0,5.591191642900048,0.013140170122306514,0.31851343214511874,1.5178440034671176e-08,0.315284236604962,2.725193068310034e-08,0.4381725176755957,1.2320763834521376e-05,1.9469814354437402,0.0010118958706722674
ensemble,FB15k-237,FB15k-237_ensemble_checkpoint_scalar_epoch_1000.pth,none,baseline,True,20,5,results_ensemble_uncertainty/FB15k-237/FB15k-237_ensemble_checkpoint_scalar_epoch_1000.pth/baseline/baseline/metrics.json,0.2863735854625702,0.0,229.99716339111328,4.6566128730773915e-11,0.18767713010311127,0.0,0.31847941875457764,0.0,0.48966577649116516,0.0,32.341527573000164,0.13029383472535072,0.19287133291363717,3.056191510034258e-07,0.17095117589986292,2.6809421425772936e-07,0.39966344253200153,2.5623011855179115e-06,1.251041039750271,7.922542353794583e-05
ensemble,FB15k-237,FB15k-237_ensemble_checkpoint_scalar_epoch_1000.pth,isotonic_regression,ensemble,False,20,5,results_ensemble_uncertainty/FB15k-237/FB15k-237_ensemble_checkpoint_scalar_epoch_1000.pth/isotonic_regression/ensemble/metrics.json,0.2342417560517788,2.9800723292569985e-17,241.29426040649415,1.3118781345455267e-08,0.12205608934164047,0.0,0.2576712667942047,0.0,0.4302746057510376,0.0,57.14830881560029,0.015575366848594464,0.00423516845330596,3.7017927401369383e-07,0.056748215482477694,3.9634187761122204e-07,0.02238482431812822,1.616493939884776e-05,1.249782383299862,7.339339882556533e-05
ensemble,FB15k-237,FB15k-237_ensemble_checkpoint_scalar_epoch_1000.pth,platt_scaling,ensemble,False,20,5,results_ensemble_uncertainty/FB15k-237/FB15k-237_ensemble_checkpoint_scalar_epoch_1000.pth/platt_scaling/ensemble/metrics.json,0.28637770265340806,1.1920289317027997e-16,229.99677581787108,4.4360364738263575e-10,0.18767713010311127,0.0,0.31847941875457764,0.0,0.48966577649116516,0.0,32.71537505500019,0.004928843355114042,0.02312626950442791,5.477786126637547e-07,0.058314875323297,2.4610568544425495e-07,0.05736801008416638,5.34750937204092e-06,1.2461238991500068,4.9665421743649653e-05
ensemble,FB15k-237,FB15k-237_ensemble_checkpoint_scalar_epoch_1000.pth,scalar,ensemble,False,20,5,results_ensemble_uncertainty/FB15k-237/FB15k-237_ensemble_checkpoint_scalar_epoch_1000.pth/scalar/ensemble/metrics.json,0.2863735660910606,2.126953584018721e-16,229.99714736938478,6.733707299357967e-10,0.18767713010311127,0.0,0.31847941875457764,0.0,0.48966577649116516,0.0,32.60538709515058,0.006285006212314321,0.18444268628954888,9.922711100212268e-08,0.13117501109256585,2.4754389496851854e-08,0.277362327558977,1.4124525237511256e-06,1.2479190057998495,4.713659407736447e-05
ensemble,WN18RR,WN18RR_ensemble_checkpoint_scalar_epoch_4200.pth,none,baseline,True,20,5,results_ensemble_uncertainty/WN18RR/WN18RR_ensemble_checkpoint_scalar_epoch_4200.pth/baseline/baseline/metrics.json,0.4558732509613037,0.0,2561.535510253906,4.689944417853103e-08,0.40970006585121155,0.0,0.472878098487854,0.0,0.5390874147415161,0.0,11.055148025949894,0.014345974286305808,0.23355962261557578,3.001514829605399e-08,0.19602046947236068,1.2068992023663698e-08,0.41366110782967686,6.830479636786635e-06,0.1342690919499546,0.00011003275555924734
ensemble,WN18RR,WN18RR_ensemble_checkpoint_scalar_epoch_4200.pth,isotonic_regression,ensemble,False,20,5,results_ensemble_uncertainty/WN18RR/WN18RR_ensemble_checkpoint_scalar_epoch_4200.pth/isotonic_regression/ensemble/metrics.json,0.36384886503219604,0.0,2600.2528686523438,1.1764074626721834e-08,0.25015953183174133,0.0,0.4170389175415039,0.0,0.4821314513683319,0.0,23.103919050999956,0.4199826953504145,0.011958570266142488,2.343330119144098e-06,0.08370662506714402,5.727520898619799e-07,0.030780769398761943,4.99510240480203e-05,0.13299872180032252,3.8337756914286154e-05
